filename,store,put,wrtmp,loadg,storeg,cas,sucessors,predecessors
gcc_coreutils8.31_O0_dd,3215,17009,30623,0,0,0,4358,4358
gcc_coreutils8.31_O1_realpath,1494,9822,16638,0,0,0,2605,2605
gcc_coreutils8.31_O0_chmod,3182,18281,33555,0,0,0,4524,4524
gcc_coreutils8.31_O2_ptx,6672,46999,78651,0,0,0,12234,12234
gcc_coreutils8.31_O2_pwd,1351,7854,11761,0,0,0,1737,1737
gcc_coreutils8.31_O2_env,1643,10317,16390,0,0,0,2488,2488
gcc_coreutils8.31_O1_md5sum,1503,8701,19706,0,0,0,2313,2313
gcc_coreutils8.31_O0_basenc,2474,13226,23581,0,0,0,2980,2980
gcc_coreutils8.31_O0_mknod,1801,9061,16011,0,0,0,2143,2143
gcc_coreutils8.31_O1_stdbuf,1879,11719,20236,0,0,0,3242,3242
gcc_coreutils8.31_O1_factor,2482,15305,27703,0,0,0,4194,4194
gcc_coreutils8.31_O1_uname,1061,5778,9790,0,0,0,1488,1488
gcc_coreutils8.31_O3_dircolors,3024,17053,22398,0,0,0,3128,3128
gcc_coreutils8.31_O3_dir,6919,51317,89592,0,0,0,12066,12066
gcc_coreutils8.31_O2_numfmt,2025,15210,31038,0,0,0,3638,3638
gcc_coreutils8.31_O0_numfmt,2628,14445,26738,0,0,0,3638,3638
gcc_coreutils8.31_O1_numfmt,1853,12086,25758,0,0,0,3334,3334
gcc_coreutils8.31_O2_chcon,2609,17163,26868,0,0,0,4283,4283
gcc_coreutils8.31_O2_kill,1292,7956,12666,0,0,0,1799,1799
gcc_coreutils8.31_O3_tty,2694,14721,18755,0,0,0,2463,2463
gcc_coreutils8.31_O1_sha384sum,1592,9568,20938,0,0,0,2373,2373
gcc_coreutils8.31_O1_tac,4131,29278,51939,0,0,0,8438,8438
gcc_coreutils8.31_O1_base64,1319,7556,13049,0,0,0,2009,2009
gcc_coreutils8.31_O0_mv,6759,38889,70923,0,0,0,9886,9886
gcc_coreutils8.31_O3_stty,4003,25282,36019,0,0,0,5453,5453
gcc_coreutils8.31_O0_du,9347,62048,121384,0,0,0,15366,15366
gcc_coreutils8.31_O0_sum,1932,9890,18503,0,0,0,2317,2317
gcc_coreutils8.31_O0_mkfifo,1651,8170,14320,0,0,0,1861,1861
gcc_coreutils8.31_O1_mv,4550,28869,53060,0,0,0,8618,8618
gcc_coreutils8.31_O3_rmdir,3238,19085,26878,0,0,0,3722,3722
gcc_coreutils8.31_O2_tsort,1509,9023,13631,0,0,0,1963,1963
gcc_coreutils8.31_O0_stat,3715,19910,36805,0,0,0,5286,5286
gcc_coreutils8.31_O2_expr,5464,39320,65519,0,0,0,9874,9874
gcc_coreutils8.31_O1_pwd,1223,6438,10682,0,0,0,1668,1668
gcc_coreutils8.31_O1_runcon,1036,5600,9411,0,0,0,1416,1416
gcc_coreutils8.31_O2_seq,1946,13092,23303,0,0,0,3182,3182
gcc_coreutils8.31_O3_shred,4082,24123,37337,0,0,0,4795,4795
gcc_coreutils8.31_O1_nohup,1250,6762,11576,0,0,0,1750,1750
gcc_coreutils8.31_O2_whoami,1202,6966,10636,0,0,0,1452,1452
gcc_coreutils8.31_O0_sha256sum,2418,12926,35147,0,0,0,2606,2606
gcc_coreutils8.31_O1_timeout,1382,7276,12455,0,0,0,1971,1971
gcc_coreutils8.31_O1_readlink,1443,9220,15399,0,0,0,2416,2416
gcc_coreutils8.31_O2_shred,2417,15350,25776,0,0,0,3499,3499
gcc_coreutils8.31_O3_true,2662,14598,18561,0,0,0,2423,2423
gcc_coreutils8.31_O0_vdir,6581,37312,69976,0,0,0,9628,9628
gcc_coreutils8.31_O2_expand,1343,8422,12480,0,0,0,1896,1896
gcc_coreutils8.31_O3_sha384sum,3648,21400,40285,0,0,0,3722,3722
gcc_coreutils8.31_O0_nl,5769,40150,77200,0,0,0,9607,9607
gcc_coreutils8.31_O0_env,1995,10440,18614,0,0,0,2673,2673
gcc_coreutils8.31_O1_echo,1053,5906,10098,0,0,0,1515,1515
gcc_coreutils8.31_O3_pwd,2913,15911,20387,0,0,0,2820,2820
gcc_coreutils8.31_O0_truncate,1679,8415,14401,0,0,0,2073,2073
gcc_coreutils8.31_O3_chown,4596,28539,41824,0,0,0,6457,6457
gcc_coreutils8.31_O1_link,1077,5712,9630,0,0,0,1403,1403
gcc_coreutils8.31_O0_date,4508,24134,49838,0,0,0,6294,6294
gcc_coreutils8.31_O1_sha1sum,1531,8900,20321,0,0,0,2326,2326
gcc_coreutils8.31_O0_pwd,1611,7878,13221,0,0,0,1837,1837
gcc_coreutils8.31_O0_chgrp,3273,18434,33372,0,0,0,4682,4682
gcc_coreutils8.31_O3_chgrp,4407,27559,40307,0,0,0,6157,6157
gcc_coreutils8.31_O2_basenc,1826,12098,20584,0,0,0,2701,2701
gcc_coreutils8.31_O2_nl,4885,36195,59855,0,0,0,9020,9020
gcc_coreutils8.31_O0_cp,5979,33233,60571,0,0,0,8271,8271
gcc_coreutils8.31_O0_chcon,3468,19281,34003,0,0,0,4944,4944
gcc_coreutils8.31_O0_whoami,1453,6970,11868,0,0,0,1556,1556
gcc_coreutils8.31_O2_runcon,1140,6850,10380,0,0,0,1463,1463
gcc_coreutils8.31_O2_echo,1167,7219,11185,0,0,0,1567,1567
gcc_coreutils8.31_O3_readlink,3327,20556,28032,0,0,0,3885,3885
gcc_coreutils8.31_O1_expand,1201,6735,11119,0,0,0,1794,1794
gcc_coreutils8.31_O3_sort,6955,47378,79867,0,0,0,10702,10702
gcc_coreutils8.31_O1_dircolors,1288,7251,12204,0,0,0,1946,1946
gcc_coreutils8.31_O2_wc,1808,10946,16613,0,0,0,2473,2473
